Date,龙头动量轮动策略,沪深300ETF |,等权重组合
2022-08-15,0.0,-0.2659412986157523,0.0
2022-08-16,0.0,-0.26764386774901566,-0.007265509682162844
2022-08-17,0.0,-0.26066333430263555,-0.0022102149350042176
2022-08-18,0.0,-0.26696284009571025,-0.005852937822516178
2022-08-19,0.0,-0.27207054749550064,-0.026089168561259805
2022-08-22,0.0,-0.26747361083568955,-0.014661899813956188
2022-08-23,0.0,-0.26985720762225807,-0.018883467157679197
2022-08-24,0.0,-0.28296698994838665,-0.04399656461247825
2022-08-25,0.0,-0.2768377410686383,-0.04410621312321218
2022-08-26,0.0,-0.27785928254859626,-0.04930953335986158
2022-08-29,0.0,-0.28211570538175484,-0.05543808766617686
2022-08-30,0.0,-0.28364801760169184,-0.052487545922789834
2022-08-31,0.0,-0.28364801760169184,-0.06247831949901389
2022-09-01,0.0,-0.2894367526547878,-0.061046409629292094
2022-09-02,0.0,-0.2933526616612938,-0.04951397799214806
2022-09-05,0.0,-0.2936931754879464,-0.05924847309464759
2022-09-06,0.0,-0.2887557250014827,-0.046901053981357
2022-09-07,0.0,-0.2873936696948717,-0.04032513375124657
2022-09-08,0.0,-0.2904582941347459,-0.04884512207667074
2022-09-09,0.0,-0.280583393161818,-0.045036132174700635
2022-09-13,0.0,-0.278199796375249,-0.04551938306564458
2022-09-14,0.0,-0.28603161438826086,-0.054978560725737535
2022-09-15,0.0,-0.29233112018133567,-0.07381876656190915
2022-09-16,0.0,-0.30765424238070666,-0.08650659446079641
2022-09-19,0.0,-0.3095270684272965,-0.09086342819457939
2022-09-20,-0.010956243818884605,-0.3091865546006438,-0.08738687264106176
2022-09-21,-0.014357710662146233,-0.31429426200043414,-0.08730015063711755
2022-09-22,-0.007570452858277577,-0.3192317124868982,-0.0900877148213685
2022-09-23,-0.009453555704548644,-0.3205937677935089,-0.09863451719169017
2022-09-26,-0.0189944769971401,-0.3248501906266675,-0.11272046328290025
2022-09-27,-0.010539285309551085,-0.31633734496035026,-0.1006478632096951
2022-09-28,-0.01806920053497697,-0.3258717321066255,-0.12293581694520059
